4,8
11,6
2,7
7,8
10,7
12,7
2,5
2,5
6,1
6,1
12,7
11,1
8,7
4,7
8,2
9,3
2,7
4,4
11,4
9,3
6,6
4,4
6,6
8,7
11,6
10,7
10,7
4,4
10,7
11,1
7,8
9,3
11,4
8,2
2,7
11,1
9,3
4,4
8,2
11,4
8,7
9,3
4,2
2,7
1,3
2,7
2,7
2,7
12,7
6,6
2,5
2,7
4,8
2,5
12,7
11,6
8,2
10,7
10,7
4,8
9,3
9,3
4,2
2,7
1,3
2,7
2,7
2,7
12,7
6,6
2,5
2,7
4,8
2,5
12,7
11,6
8,2
10,7
10,7
4,8
9,3
2,5
2,5
11,4
4,8
8,2
6,1
2,7
2,7
7,8
7,8
10,7
2,5
8,2
11,4
11,6
6,6
4,7
6,1
5,3
8,2
4,2
2,7
11,4
11,1
11,1
2,7
11,6
4,7
4,2
4,4
1,3
8,2
11,6
11,4
2,7
4,4
8,7
5,3
2,5
4,8
6,6
6,6
11,1
9,3
5,3
6,1
6,6
4,8
4,8
6,1
11,1
11,1
11,6
4,8
4,7
10,7
9,3
2,7
4,7
4,7
10,7
6,6
1,3
4,4
7,8
6,1
2,5
2,5
6,6
8,7
7,8
4,2
4,7
4,4
10,7
6,1
10,7
8,2
4,2
1,3
2,7
11,6
2,7
1,3
5,3
11,4
7,8
4,2
8,2
12,7
7,8
4,8
8,7
9,3
7,8
4,4
4,4
11,1
11,1
6,1
2,5
5,3
11,4
7,8
9,3
8,2
6,1
4,4
4,4
4,4
12,7
11,4
12,7
8,7
2,7
2,7
12,7
6,1
9,3
4,7
7,8
8,2
6,1
5,3
11,4
11,1
4,8
5,3
8,7
10,7
11,6
4,4
10,7
11,1
4,2
11,4
4,4
11,1
9,3
6,1
4,8
6,1
9,3
11,6
11,6
11,6
4,4
10,7
10,7
8,2
11,6
11,6
8,7
4,4
1,3
7,8
2,5
12,7
12,7
10,7
4,4
11,6
6,6
7,8
8,2
4,7
8,7
10,7
8,7
4,8
1,3
6,6
9,3
6,1
9,3
6,1
9,3
2,5
9,3
10,7
9,3
9,3
5,3
2,5
8,7
7,8
4,8
4,2
7,8
4,2
8,2
6,6
4,2
5,3
4,4
1,3
11,1
8,2
11,1
2,5
2,7
4,4
4,7
7,8
2,7
4,4
4,7
8,7
12,7
4,7
6,6
4,4
7,8
6,6
2,7
11,6
10,7
11,4
5,3
4,7
11,4
11,6
4,4
8,2
9,3
11,4
2,5
9,3
6,1
5,3
4,4
8,7
4,2
11,6
11,4
9,3
11,4
11,6
6,1
11,4
2,7
4,4
4,7
7,8
2,7
4,4
4,7
8,7
12,7
4,7
6,6
4,4
7,8
6,6
2,7
11,6
10,7
11,4
5,3
4,7
11,6
9,3
5,3
11,4
8,7
4,7
5,3
4,2
4,7
6,6
12,7
12,7
4,8
1,3
4,2
1,3
5,3
9,3
2,7
6,6
4,4
11,4
4,7
9,3
5,3
5,3
4,7
9,3
4,4
8,2
4,4
7,8
4,2
4,7
4,8
7,8
10,7
10,7
4,2
12,7
11,1
10,7
4,2
8,2
6,6
8,2
8,2
4,8
4,8
11,4
11,4
11,6
2,7
5,3
1,3
8,2
5,3
11,1
11,6
4,4
6,1
8,7
11,4
11,4
12,7
6,6
5,3
10,7
12,7
6,6
2,5
4,2
11,1
12,7
6,1
4,8
4,4
4,7
4,4
4,7
11,4
11,6
4,4
8,2
9,3
11,4
2,5
9,3
6,1
5,3
4,4
8,7
4,2
11,6
11,4
9,3
11,4
11,6
6,1
11,4
4,8
6,1
9,3
11,6
11,6
11,6
4,4
10,7
10,7
8,2
11,6
11,6
8,7
4,4
1,3
7,8
2,5
12,7
12,7
10,7
6,1
4,8
6,6
2,5
8,7
5,3
6,1
10,7
2,7
2,7
8,7
6,1
6,6
8,7
8,7
6,6
11,1
5,3
4,2
7,8
11,6
9,3
5,3
11,4
8,7
4,7
5,3
4,2
4,7
6,6
12,7
12,7
4,8
1,3
4,2
1,3
5,3
9,3
2,7
6,6
7,8
11,1
11,6
8,7
7,8
12,7
4,7
2,5
1,3
12,7
1,3
1,3
8,7
4,8
8,2
11,6
10,7
8,7
4,4
11,1
8,7
4,8
6,1
1,3
11,6
4,4
2,5
6,1
1,3
4,4
8,7
11,1
11,1
8,2
4,4
4,7
8,2
6,1
11,1
4,2
4,2
6,1
5,3
4,2
9,3
4,4
1,3
7,8
6,1
9,3
6,6
12,7
2,5
11,6
1,3
4,4
2,7
5,3
2,5
2,5
7,8
7,8
6,6
4,8
4,7
10,7
6,1
11,6
12,7
7,8
4,7
5,3
6,6
6,6
6,1
10,7
1,3
4,7
2,5
2,5
6,6
6,6
11,1
9,3
5,3
6,1
6,6
4,8
4,8
6,1
11,1
11,1
11,6
4,8
4,7
10,7
9,3
2,7
4,7
4,7
11,4
5,3
7,8
8,7
6,1
4,2
11,6
8,2
8,7
9,3
2,5
8,7
4,8
5,3
4,2
6,1
6,1
10,7
4,2
1,3
9,3
9,3
5,3
2,5
8,7
7,8
4,8
4,2
7,8
4,2
8,2
6,6
4,2
5,3
4,4
1,3
11,1
8,2
11,1
2,5
2,5
7,8
4,4
4,7
10,7
7,8
6,6
11,6
12,7
8,2
2,7
6,6
2,7
8,7
6,1
11,6
11,6
8,7
11,1
5,3
7,8
7,8
6,6
4,8
4,7
10,7
6,1
11,6
12,7
7,8
4,7
5,3
6,6
6,6
6,1
10,7
1,3
4,7
2,5
2,5
11,6
9,3
1,3
2,5
8,2
6,1
10,7
1,3
8,2
4,8
10,7
11,4
2,5
11,1
11,4
11,6
9,3
5,3
11,1
11,1
2,5
2,5
11,4
4,8
8,2
6,1
2,7
2,7
7,8
7,8
10,7
2,5
8,2
11,4
11,6
6,6
4,7
6,1
5,3
8,2
7,8
11,6
4,7
12,7
4,4
4,2
8,2
4,7
2,5
2,5
2,7
2,5
10,7
4,7
4,2
11,6
8,7
8,2
10,7
4,7
11,6
9,3
5,3
11,4
8,7
4,7
5,3
4,2
4,7
6,6
12,7
12,7
4,8
1,3
4,2
1,3
5,3
9,3
2,7
6,6
11,6
2,7
7,8
10,7
12,7
2,5
2,5
6,1
6,1
12,7
11,1
8,7
4,7
8,2
9,3
2,7
4,4
11,4
9,3
6,6
11,4
11,6
4,4
8,2
9,3
11,4
2,5
9,3
6,1
5,3
4,4
8,7
4,2
11,6
11,4
9,3
11,4
11,6
6,1
11,4
2,5
11,1
9,3
5,3
12,7
11,4
2,7
9,3
5,3
4,7
4,2
8,2
2,7
4,7
4,4
4,4
6,6
6,1
2,5
6,1
4,4
11,6
6,6
7,8
8,2
4,7
8,7
10,7
8,7
4,8
1,3
6,6
9,3
6,1
9,3
6,1
9,3
2,5
9,3
10,7
7,8
7,8
6,6
4,8
4,7
10,7
6,1
11,6
12,7
7,8
4,7
5,3
6,6
6,6
6,1
10,7
1,3
4,7
2,5
2,5
9,3
9,3
5,3
2,5
8,7
7,8
4,8
4,2
7,8
4,2
8,2
6,6
4,2
5,3
4,4
1,3
11,1
8,2
11,1
2,5
2,7
11,6
2,5
4,8
6,1
1,3
4,4
4,7
4,2
5,3
8,7
1,3
6,1
1,3
4,4
2,5
11,1
6,1
2,5
4,7
4,2
6,1
5,3
4,2
9,3
4,4
1,3
7,8
6,1
9,3
6,6
12,7
2,5
11,6
1,3
4,4
2,7
5,3
2,5
2,5
9,3
9,3
5,3
2,5
8,7
7,8
4,8
4,2
7,8
4,2
8,2
6,6
4,2
5,3
4,4
1,3
11,1
8,2
11,1
2,5
1,3
10,7
10,7
4,2
5,3
11,1
6,1
5,3
4,7
7,8
4,4
6,1
11,4
9,3
10,7
6,6
4,4
2,7
5,3
9,3
2,5
2,5
11,4
4,8
8,2
6,1
2,7
2,7
7,8
7,8
10,7
2,5
8,2
11,4
11,6
6,6
4,7
6,1
5,3
8,2
11,4
11,6
4,4
8,2
9,3
11,4
2,5
9,3
6,1
5,3
4,4
8,7
4,2
11,6
11,4
9,3
11,4
11,6
6,1
11,4
11,6
5,3
2,7
2,5
4,2
8,2
2,5
11,6
4,4
4,2
5,3
6,6
4,7
9,3
4,7
11,6
8,7
8,7
6,6
11,1
2,5
7,8
4,4
4,7
10,7
7,8
6,6
11,6
12,7
8,2
2,7
6,6
2,7
8,7
6,1
11,6
11,6
8,7
11,1
5,3
4,7
9,3
11,1
11,1
11,6
4,7
4,2
10,7
2,5
2,7
11,4
11,6
4,4
2,7
4,7
11,4
10,7
2,7
5,3
5,3
9,3
4,2
2,7
1,3
2,7
2,7
2,7
12,7
6,6
2,5
2,7
4,8
2,5
12,7
11,6
8,2
10,7
10,7
4,8
9,3
9,3
9,3
5,3
2,5
8,7
7,8
4,8
4,2
7,8
4,2
8,2
6,6
4,2
5,3
4,4
1,3
11,1
8,2
11,1
2,5
7,8
11,6
4,7
12,7
4,4
4,2
8,2
4,7
2,5
2,5
2,7
2,5
10,7
4,7
4,2
11,6
8,7
8,2
10,7
4,7
9,3
9,3
5,3
2,5
8,7
7,8
4,8
4,2
7,8
4,2
8,2
6,6
4,2
5,3
4,4
1,3
11,1
8,2
11,1
2,5
1,3
10,7
10,7
4,2
5,3
11,1
6,1
5,3
4,7
7,8
4,4
6,1
11,4
9,3
10,7
6,6
4,4
2,7
5,3
9,3
4,4
11,4
4,7
9,3
5,3
5,3
4,7
9,3
4,4
8,2
4,4
7,8
4,2
4,7
4,8
7,8
10,7
10,7
4,2
12,7
11,6
9,3
5,3
11,4
8,7
4,7
5,3
4,2
4,7
6,6
12,7
12,7
4,8
1,3
4,2
1,3
5,3
9,3
2,7
6,6
1,3
8,7
12,7
8,2
6,1
12,7
11,1
4,2
9,3
4,7
4,7
4,7
11,4
4,7
8,2
2,5
1,3
6,6
11,4
11,6
2,5
2,5
11,4
4,8
8,2
6,1
2,7
2,7
7,8
7,8
10,7
2,5
8,2
11,4
11,6
6,6
4,7
6,1
5,3
8,2
4,4
6,6
8,7
11,6
10,7
10,7
4,4
10,7
11,1
7,8
9,3
11,4
8,2
2,7
11,1
9,3
4,4
8,2
11,4
8,7
10,7
6,6
1,3
4,4
7,8
6,1
2,5
2,5
6,6
8,7
7,8
4,2
4,7
4,4
10,7
6,1
10,7
8,2
4,2
1,3
11,4
5,3
7,8
8,7
6,1
4,2
11,6
8,2
8,7
9,3
2,5
8,7
4,8
5,3
4,2
6,1
6,1
10,7
4,2
1,3
1,3
10,7
10,7
4,2
5,3
11,1
6,1
5,3
4,7
7,8
4,4
6,1
11,4
9,3
10,7
6,6
4,4
2,7
5,3
9,3
8,2
12,7
6,1
4,4
8,2
2,7
6,1
4,8
4,7
10,7
4,4
4,7
8,7
5,3
4,4
11,4
8,7
4,8
6,6
7,8
11,4
11,6
4,4
8,2
9,3
11,4
2,5
9,3
6,1
5,3
4,4
8,7
4,2
11,6
11,4
9,3
11,4
11,6
6,1
11,4
11,1
4,7
2,5
8,2
7,8
8,7
5,3
8,7
2,5
11,6
8,2
6,6
1,3
6,6
6,6
11,4
9,3
9,3
4,2
2,7
2,5
5,3
11,4
7,8
9,3
8,2
6,1
4,4
4,4
4,4
12,7
11,4
12,7
8,7
2,7
2,7
12,7
6,1
9,3
4,7
4,7
4,8
12,7
2,7
6,6
6,6
9,3
1,3
2,5
4,8
12,7
1,3
5,3
5,3
2,5
1,3
2,7
5,3
9,3
12,7
8,2
12,7
6,1
4,4
8,2
2,7
6,1
4,8
4,7
10,7
4,4
4,7
8,7
5,3
4,4
11,4
8,7
4,8
6,6
7,8
11,6
10,7
11,4
5,3
5,3
6,1
4,2
4,2
4,2
6,1
8,2
12,7
4,4
12,7
11,6
7,8
4,7
10,7
9,3
2,7
11,6
5,3
2,7
2,5
4,2
8,2
2,5
11,6
4,4
4,2
5,3
6,6
4,7
9,3
4,7
11,6
8,7
8,7
6,6
11,1
11,4
11,6
4,4
8,2
9,3
11,4
2,5
9,3
6,1
5,3
4,4
8,7
4,2
11,6
11,4
9,3
11,4
11,6
6,1
11,4
9,3
4,2
2,7
1,3
2,7
2,7
2,7
12,7
6,6
2,5
2,7
4,8
2,5
12,7
11,6
8,2
10,7
10,7
4,8
9,3
12,7
6,6
6,6
8,2
11,1
11,4
7,8
6,1
2,7
4,7
11,1
8,7
2,7
4,8
5,3
2,7
8,2
5,3
7,8
10,7
4,2
4,2
8,2
8,7
7,8
11,6
4,4
11,6
8,2
12,7
11,1
5,3
2,5
4,8
6,1
6,6
8,2
6,6
10,7
6,6
11,6
10,7
11,4
5,3
5,3
6,1
4,2
4,2
4,2
6,1
8,2
12,7
4,4
12,7
11,6
7,8
4,7
10,7
9,3
2,7
11,4
11,6
4,4
8,2
9,3
11,4
2,5
9,3
6,1
5,3
4,4
8,7
4,2
11,6
11,4
9,3
11,4
11,6
6,1
11,4
11,6
5,3
2,7
2,5
4,2
8,2
2,5
11,6
4,4
4,2
5,3
6,6
4,7
9,3
4,7
11,6
8,7
8,7
6,6
11,1
9,3
9,3
5,3
2,5
8,7
7,8
4,8
4,2
7,8
4,2
8,2
6,6
4,2
5,3
4,4
1,3
11,1
8,2
11,1
2,5
4,8
6,1
9,3
11,6
11,6
11,6
4,4
10,7
10,7
8,2
11,6
11,6
8,7
4,4
1,3
7,8
2,5
12,7
12,7
10,7
11,6
4,7
4,8
8,7
2,7
9,3
9,3
8,7
11,6
6,6
5,3
6,6
11,1
2,7
10,7
4,2
2,5
11,6
11,6
7,8
10,7
6,6
1,3
4,4
7,8
6,1
2,5
2,5
6,6
8,7
7,8
4,2
4,7
4,4
10,7
6,1
10,7
8,2
4,2
1,3
11,6
9,3
5,3
11,4
8,7
4,7
5,3
4,2
4,7
6,6
12,7
12,7
4,8
1,3
4,2
1,3
5,3
9,3
2,7
6,6
1,3
10,7
10,7
4,2
5,3
11,1
6,1
5,3
4,7
7,8
4,4
6,1
11,4
9,3
10,7
6,6
4,4
2,7
5,3
9,3
